"Date","1 oz","1/2 oz","1/4 oz"
"Selling","Buying","Selling","Buying","Selling","Buying"
"17 Dec 2020","8,005","7,698","4,078","3,849","2,077","1,924"
"18 Dec 2020","8,072","7,753","4,112","3,877","2,094","1,938"
"21 Dec 2020","8,091","7,776","4,122","3,888","2,099","1,944"
"22 Dec 2020","8,073","7,760","4,113","3,880","2,094","1,940"
"23 Dec 2020","8,024","7,712","4,088","3,856","2,082","1,928"
"24 Dec 2020","8,064","7,749","4,108","3,874","2,092","1,937"
"28 Dec 2020","8,131","7,818","4,142","3,909","2,109","1,955"
"29 Dec 2020","8,074","7,759","4,113","3,880","2,095","1,940"
"30 Dec 2020","8,071","7,757","4,112","3,879","2,094","1,939"
"31 Dec 2020","8,110","7,792","4,132","3,896","2,104","1,948"
"04 Jan 2021","8,146","7,819","4,150","3,910","2,113","1,955"
"05 Jan 2021","8,270","7,940","4,213","3,970","2,145","1,985"
"06 Jan 2021","8,296","7,965","4,226","3,983","2,152","1,991"
"07 Jan 2021","8,194","7,873","4,174","3,936","2,126","1,968"
"08 Jan 2021","8,219","7,901","4,187","3,950","2,132","1,975"
"11 Jan 2021","7,918","7,608","4,034","3,804","2,054","1,902"
"12 Jan 2021","7,936","7,618","4,043","3,809","2,059","1,904"
"13 Jan 2021","7,985","7,672","4,068","3,836","2,072","1,918"
"14 Jan 2021","7,923","7,613","4,036","3,806","2,056","1,903"
"15 Jan 2021","7,915","7,602","4,032","3,801","2,054","1,900"
"18 Jan 2021","7,795","7,486","3,971","3,743","2,022","1,872"
"19 Jan 2021","7,888","7,577","4,018","3,788","2,046","1,894"
"20 Jan 2021","7,914","7,604","4,032","3,802","2,053","1,901"
"21 Jan 2021","8,017","7,700","4,084","3,850","2,080","1,925"
"22 Jan 2021","7,998","7,687","4,074","3,843","2,075","1,922"
"25 Jan 2021","7,966","7,656","4,058","3,828","2,067","1,914"
"26 Jan 2021","7,954","7,644","4,052","3,822","2,063","1,911"
"27 Jan 2021","7,930","7,625","4,040","3,813","2,057","1,906"
"29 Jan 2021","7,921","7,612","4,035","3,806","2,055","1,903"
"01 Feb 2021","7,939","7,625","4,045","3,812","2,060","1,906"
"02 Feb 2021","7,985","7,664","4,068","3,832","2,071","1,916"
"03 Feb 2021","7,884","7,580","4,016","3,790","2,045","1,895"
"04 Feb 2021","7,883","7,578","4,016","3,789","2,045","1,895"
"05 Feb 2021","7,744","7,433","3,945","3,717","2,009","1,858"
"08 Feb 2021","7,825","7,520","3,986","3,760","2,030","1,880"
"09 Feb 2021","7,896","7,583","4,023","3,792","2,049","1,896"
"10 Feb 2021","7,886","7,576","4,018","3,788","2,046","1,894"
"11 Feb 2021","7,899","7,593","4,024","3,797","2,049","1,898"
"15 Feb 2021","7,805","7,503","3,976","3,752","2,025","1,876"
"16 Feb 2021","7,790","7,487","3,969","3,743","2,021","1,872"
"17 Feb 2021","7,672","7,374","3,909","3,687","1,990","1,843"
"18 Feb 2021","7,613","7,315","3,878","3,657","1,975","1,829"
"19 Feb 2021","7,591","7,294","3,867","3,647","1,969","1,823"
"22 Feb 2021","7,649","7,351","3,897","3,676","1,984","1,838"
"23 Feb 2021","7,757","7,455","3,952","3,728","2,012","1,864"
"24 Feb 2021","7,745","7,443","3,945","3,722","2,009","1,861"
"25 Feb 2021","7,730","7,431","3,938","3,716","2,005","1,858"
"26 Feb 2021","7,613","7,312","3,878","3,656","1,975","1,828"
"01 Mar 2021","7,486","7,195","3,814","3,597","1,942","1,799"
"02 Mar 2021","7,406","7,118","3,773","3,559","1,921","1,779"
"03 Mar 2021","7,474","7,180","3,808","3,590","1,939","1,795"
"04 Mar 2021","7,366","7,071","3,753","3,535","1,911","1,768"
"05 Mar 2021","7,299","7,008","3,718","3,504","1,894","1,752"
"08 Mar 2021","7,378","7,082","3,759","3,541","1,914","1,770"
"09 Mar 2021","7,351","7,060","3,745","3,530","1,907","1,765"
"10 Mar 2021","7,498","7,206","3,820","3,603","1,945","1,802"
"11 Mar 2021","7,550","7,251","3,846","3,626","1,959","1,813"
"12 Mar 2021","7,514","7,218","3,828","3,609","1,949","1,804"
"15 Mar 2021","7,541","7,248","3,842","3,624","1,956","1,812"
"16 Mar 2021","7,558","7,261","3,851","3,630","1,961","1,815"
"17 Mar 2021","7,557","7,265","3,850","3,632","1,961","1,816"
"18 Mar 2021","7,631","7,334","3,887","3,667","1,980","1,833"
"19 Mar 2021","7,576","7,282","3,860","3,641","1,966","1,820"
"22 Mar 2021","7,593","7,296","3,868","3,648","1,970","1,824"
"23 Mar 2021","7,589","7,291","3,866","3,645","1,969","1,823"
"24 Mar 2021","7,572","7,277","3,857","3,639","1,964","1,819"
"25 Mar 2021","7,610","7,316","3,877","3,658","1,974","1,829"
"26 Mar 2021","7,607","7,311","3,875","3,655","1,973","1,828"
"29 Mar 2021","7,615","7,320","3,879","3,660","1,976","1,830"
"30 Mar 2021","7,517","7,225","3,830","3,612","1,950","1,806"
"31 Mar 2021","7,421","7,130","3,780","3,565","1,925","1,783"
"01 Apr 2021","7,508","7,220","3,825","3,610","1,948","1,805"
"02 Apr 2021","7,604","7,309","3,874","3,654","1,973","1,827"
"05 Apr 2021","7,590","7,295","3,867","3,648","1,969","1,824"
"06 Apr 2021","7,585","7,290","3,864","3,645","1,968","1,822"
"07 Apr 2021","7,627","7,330","3,885","3,665","1,979","1,833"
"08 Apr 2021","7,621","7,320","3,883","3,660","1,977","1,830"
"09 Apr 2021","7,689","7,390","3,917","3,695","1,995","1,848"
"12 Apr 2021","7,638","7,341","3,891","3,671","1,982","1,835"
"13 Apr 2021","7,588","7,294","3,865","3,647","1,968","1,824"
"14 Apr 2021","7,651","7,353","3,897","3,676","1,985","1,838"
"15 Apr 2021","7,600","7,308","3,871","3,654","1,972","1,827"
"16 Apr 2021","7,725","7,425","3,936","3,712","2,004","1,856"
"19 Apr 2021","7,786","7,483","3,967","3,742","2,020","1,871"
"20 Apr 2021","7,751","7,450","3,949","3,725","2,011","1,862"
"21 Apr 2021","7,773","7,468","3,960","3,734","2,016","1,867"
"22 Apr 2021","7,837","7,530","3,992","3,765","2,033","1,883"
"23 Apr 2021","7,784","7,485","3,966","3,743","2,020","1,871"
"26 Apr 2021","7,742","7,442","3,944","3,721","2,008","1,861"
"27 Apr 2021","7,748","7,447","3,947","3,723","2,010","1,862"
"28 Apr 2021","7,711","7,411","3,928","3,706","2,001","1,853"
"30 Apr 2021","7,711","7,402","3,928","3,701","2,001","1,851"
